TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE,COLUMN_DEFAULT,IS_PRIMARY_KEY
dbo,tblSSTSimplifiedElectronicRtn,fcurAmountDueOrRefund,23,money,NULL,NO,NULL,NO
dbo,tblSSTSimplifiedElectronicRtn,fcurSSTPAllowance,24,money,NULL,NO,NULL,NO
dbo,tblSSTSimplifiedElectronicRtn,flngBatchKey,25,int,NULL,NO,NULL,NO
dbo,tblSSTSimplifiedElectronicRtn,fintSequence,26,smallint,NULL,NO,NULL,NO
dbo,tblSSTSimplifiedElectronicRtn,FSTRWHO,27,nvarchar,10,NO,NULL,NO
dbo,tblSSTSimplifiedElectronicRtn,FDTMWHEN,28,datetime,NULL,NO,NULL,NO
dbo,tblSSTTransmissionPayment,flngTransmissionKey,1,int,NULL,NO,NULL,YES
dbo,tblSSTTransmissionPayment,fintSequence,2,smallint,NULL,NO,NULL,YES
dbo,tblSSTTransmissionPayment,fstrTransmissionID,3,nvarchar,20,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fstrPaymentMethodType,4,nvarchar,6,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fstrRoutingTransitNumber,5,nvarchar,30,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fstrBankAccountNumber,6,nvarchar,34,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fstrAccountType,7,nvarchar,1,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fstrAccountHolderType,8,nvarchar,8,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fstrAccountHolderName,9,nvarchar,50,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fblnIATTransaction,10,tinyint,NULL,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fstrReceivingDFIName,11,nvarchar,50,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fstrIdentificationNumber,12,nvarchar,20,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fcurPaymentAmount,13,money,NULL,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fdtmRequestedDate,14,datetime,NULL,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fstrWho,15,nvarchar,10,NO,NULL,NO
dbo,tblSSTTransmissionPayment,fdtmWhen,16,datetime,NULL,NO,NULL,NO
dbo,tblSSTTransmissionRefund,flngTransmissionKey,1,int,NULL,NO,NULL,YES
dbo,tblSSTTransmissionRefund,fintSequence,2,smallint,NULL,NO,NULL,YES
dbo,tblSSTTransmissionRefund,fstrTransmissionID,3,nvarchar,20,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fstrRoutingTransitNumber,4,nvarchar,30,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fstrBankAccountNumber,5,nvarchar,34,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fstrBankAccountType,6,nvarchar,1,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fstrId,7,nvarchar,9,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fstrFirstName,8,nvarchar,16,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fstrMiddleInitial,9,nvarchar,1,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fstrLastName,10,nvarchar,32,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fstrSuffix,11,nvarchar,10,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fcurAmount,12,money,NULL,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fstrWho,13,nvarchar,10,NO,NULL,NO
dbo,tblSSTTransmissionRefund,fdtmWhen,14,datetime,NULL,NO,NULL,NO
dbo,tblStatementRequest,flngCustomerKey,1,int,NULL,NO,NULL,YES
dbo,tblStatementRequest,flngFolderKey,2,int,NULL,NO,NULL,YES
dbo,tblStatementRequest,flngAccountKey,3,int,NULL,NO,NULL,YES
dbo,tblStatementRequest,flngMailItemKey,4,int,NULL,NO,NULL,YES
dbo,tblStatementRequest,fstrLanguage,5,nvarchar,3,NO,NULL,YES
dbo,tblStatementRequest,fdtmProcessed,6,datetime,NULL,NO,NULL,NO
dbo,tblStatementRequest,fstrWho,7,nvarchar,10,NO,NULL,NO
dbo,tblStatementRequest,fdtmWhen,8,datetime,NULL,NO,NULL,NO
dbo,tblSTLIntercepts,flngInterceptKey,1,int,NULL,NO,NULL,YES
dbo,tblSTLIntercepts,fstrSSN,2,nvarchar,9,NO,NULL,NO
dbo,tblSTLIntercepts,fstrSpouseSSN,3,nvarchar,9,NO,NULL,NO
dbo,tblSTLIntercepts,fstrMFT,4,nvarchar,2,NO,NULL,NO
dbo,tblSTLIntercepts,fdtmEarliestTaxYear,5,datetime,NULL,NO,NULL,NO
dbo,tblSTLIntercepts,fstrBODCode,6,nvarchar,2,NO,NULL,NO
dbo,tblSTLIntercepts,fstrNameControl,7,nvarchar,4,NO,NULL,NO
dbo,tblSTLIntercepts,fcurAmountDueIRS,8,money,NULL,NO,NULL,NO
dbo,tblSTLIntercepts,fdtmExpiration,9,datetime,NULL,NO,NULL,NO
dbo,tblSTLIntercepts,fi64NameKey,10,bigint,NULL,NO,NULL,NO
dbo,tblSTLIntercepts,fstrLastName,11,nvarchar,50,NO,NULL,NO
dbo,tblSTLIntercepts,fstrFirstName,12,nvarchar,50,NO,NULL,NO
dbo,tblSTLIntercepts,fstrWho,13,nvarchar,10,NO,NULL,NO
dbo,tblSTLIntercepts,fdtmWhen,14,datetime,NULL,NO,NULL,NO
dbo,tblSTLProcessing,flngFileKey,1,int,NULL,NO,NULL,YES
dbo,tblSTLProcessing,flngRecordNumber,2,int,NULL,NO,NULL,YES
dbo,tblSTLProcessing,fstrFileType,3,nvarchar,12,NO,NULL,NO
dbo,tblSTLProcessing,fdtmProcessed,4,datetime,NULL,NO,NULL,NO
dbo,tblSTLProcessing,flngInterceptKey,5,int,NULL,NO,NULL,NO
dbo,tblSTLProcessing,fstrState,6,nvarchar,2,NO,NULL,NO
dbo,tblSTLProcessing,fstrNameControl,7,nvarchar,4,NO,NULL,NO
dbo,tblSTLProcessing,fstrId,8,nvarchar,9,NO,NULL,NO
dbo,tblSTLProcessing,fdtmEarlyTaxYear,9,datetime,NULL,NO,NULL,NO
dbo,tblSTLProcessing,fcurAmount,10,money,NULL,NO,NULL,NO
dbo,tblSTLProcessing,fstrMFT,11,nvarchar,2,NO,NULL,NO
dbo,tblSTLProcessing,fstrSpouseId,12,nvarchar,9,NO,NULL,NO
dbo,tblSTLProcessing,fdtmExpiration,13,datetime,NULL,NO,NULL,NO
dbo,tblSTLProcessing,fstrLastName,14,nvarchar,20,NO,NULL,NO
dbo,tblSTLProcessing,fstrFirstName,15,nvarchar,15,NO,NULL,NO
dbo,tblSTLProcessing,fstrBODCode,16,nvarchar,2,NO,NULL,NO
dbo,tblSTLProcessing,fstrProcessingIndicator,17,nvarchar,1,NO,NULL,NO
dbo,tblSvCaptureSession,fi64AsyncKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvCaptureSession,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvCaptureSession,fi64CaptureSessionKey,3,bigint,NULL,NO,NULL,NO
dbo,tblSvCaptureSession,fstrWho,4,nvarchar,10,NO,NULL,NO
dbo,tblSvCaptureSession,fdtmWhen,5,datetime,NULL,NO,NULL,NO
dbo,tblSvChannelDay,fstrChannel,1,nvarchar,20,NO,NULL,YES
dbo,tblSvChannelDay,fstrSubChannel,2,nvarchar,20,NO,NULL,YES
dbo,tblSvChannelDay,fstrOffice,3,nvarchar,6,NO,NULL,YES
dbo,tblSvChannelDay,fi64DayKey,4,bigint,NULL,NO,NULL,NO
dbo,tblSvChannelDay,fdtmDay,5,datetime,NULL,NO,NULL,NO
dbo,tblSvChannelTransferSessions,fstrChannel,1,nvarchar,20,NO,NULL,NO
dbo,tblSvChannelTransferSessions,fstrSubChannel,2,nvarchar,20,NO,NULL,NO
dbo,tblSvChannelTransferSessions,fstrOffice,3,nvarchar,6,NO,NULL,NO
dbo,tblSvChannelTransferSessions,fi64SessionKey,4,bigint,NULL,NO,NULL,YES
dbo,tblSvChannelTransferSessions,flngVerLast,5,int,NULL,NO,NULL,NO
dbo,tblSvChannelTransferSessions,fstrWho,6,nvarchar,10,NO,NULL,NO
dbo,tblSvChannelTransferSessions,fdtmWhen,7,datetime,NULL,NO,NULL,NO
dbo,tblSvDay,fi64DayKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvDay,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvDay,fstrId,3,nvarchar,15,NO,NULL,NO
dbo,tblSvDay,fdtmDay,4,datetime,NULL,NO,NULL,NO
dbo,tblSvDay,fstrOffice,5,nvarchar,6,NO,NULL,NO
dbo,tblSvDay,fstrChannel,6,nvarchar,20,NO,NULL,NO
dbo,tblSvDay,fstrSubChannel,7,nvarchar,20,NO,NULL,NO
dbo,tblSvDay,fdtmOpened,8,datetime,NULL,NO,NULL,NO
dbo,tblSvDay,fdtmClosed,9,datetime,NULL,NO,NULL,NO
dbo,tblSvDay,fstrWho,10,nvarchar,10,NO,NULL,NO
dbo,tblSvDay,fdtmWhen,11,datetime,NULL,NO,NULL,NO
dbo,tblSvDayHistory,fi64DayKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvDayHistory,flngSequence,2,int,NULL,NO,NULL,NO
dbo,tblSvDayHistory,flngSequenceNext,3,int,NULL,NO,NULL,YES
dbo,tblSvDayHistory,fintEvent,4,smallint,NULL,NO,NULL,NO
dbo,tblSvDayHistory,fintTime,5,smallint,NULL,NO,NULL,NO
dbo,tblSvDayHistory,fstrUser,6,nvarchar,10,NO,NULL,NO
dbo,tblSvDayHistory,fdtmFrom,7,datetime,NULL,NO,NULL,NO
dbo,tblSvDayHistory,fdtmTo,8,datetime,NULL,NO,NULL,NO
dbo,tblSvDayHistory,flngDuration,9,int,NULL,NO,NULL,NO
dbo,tblSvDayHistory,fstrWho,10,nvarchar,10,NO,NULL,NO
dbo,tblSvDayHistory,fdtmWhen,11,datetime,NULL,NO,NULL,NO
dbo,tblSvDaySessions,fi64DayKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvDaySessions,fi64SessionKey,2,bigint,NULL,NO,NULL,YES
dbo,tblSvDaySessions,flngVerLast,3,int,NULL,NO,NULL,NO
dbo,tblSvDaySessions,fblnActive,4,tinyint,NULL,NO,NULL,NO
dbo,tblSvDaySessions,fstrWho,5,nvarchar,10,NO,NULL,NO
dbo,tblSvDaySessions,fdtmWhen,6,datetime,NULL,NO,NULL,NO
dbo,tblSvDayTime,fi64DayKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvDayTime,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvDayTime,flngWork,3,int,NULL,NO,NULL,NO
dbo,tblSvDayTime,flngPause,4,int,NULL,NO,NULL,NO
dbo,tblSvDayTime,fstrWho,5,nvarchar,10,NO,NULL,NO
dbo,tblSvDayTime,fdtmWhen,6,datetime,NULL,NO,NULL,NO
dbo,tblSvDayUserTime,fi64DayKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvDayUserTime,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvDayUserTime,fstrUser,3,nvarchar,10,NO,NULL,YES
dbo,tblSvDayUserTime,flngWork,4,int,NULL,NO,NULL,NO
dbo,tblSvDayUserTime,flngPause,5,int,NULL,NO,NULL,NO
dbo,tblSvDayUserTime,fstrWho,6,nvarchar,10,NO,NULL,NO
dbo,tblSvDayUserTime,fdtmWhen,7,datetime,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueue,fi64QueueKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvFinalizeQueue,fi64SessionKey,2,bigint,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueue,flngCustomerKey,3,int,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueue,flngSequence,4,int,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueue,fi64TransactionKey,5,bigint,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueue,fi64PreviousTransactionKey,6,bigint,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueue,fstrWho,7,nvarchar,10,NO,NULL,NO
dbo,tblSvFinalizeQueue,fdtmWhen,8,datetime,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueueTransaction,fi64TransactionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvFinalizeQueueTransaction,fi64QueueKey,2,bigint,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueueTransaction,flngSequence,3,int,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueueTransaction,fi64PreviousTransactionKey,4,bigint,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueueTransaction,fi64NextTransactionKey,5,bigint,NULL,NO,NULL,NO
dbo,tblSvFinalizeQueueTransaction,fstrWho,6,nvarchar,10,NO,NULL,NO
dbo,tblSvFinalizeQueueTransaction,fdtmWhen,7,datetime,NULL,NO,NULL,NO
dbo,tblSvProcessData,fi64TransactionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvProcessData,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvProcessData,flngQueueKey,3,int,NULL,NO,NULL,NO
dbo,tblSvProcessData,fintStorageMethod,4,smallint,NULL,NO,NULL,NO
dbo,tblSvProcessData,fi64BinaryDataKey,5,bigint,NULL,NO,NULL,NO
dbo,tblSvProcessData,fvntData,6,varbinary,-1,YES,NULL,NO
dbo,tblSvProcessData,fstrWho,7,nvarchar,10,NO,NULL,NO
dbo,tblSvProcessData,fdtmWhen,8,datetime,NULL,NO,NULL,NO
dbo,tblSvResource,fi64ResourceKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvResource,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvResource,fstrResource,3,nvarchar,20,NO,NULL,NO
dbo,tblSvResource,fi64Key,4,bigint,NULL,NO,NULL,NO
dbo,tblSvResource,fi64TransactionKey,5,bigint,NULL,NO,NULL,NO
dbo,tblSvResource,fi64LastTransactionKey,6,bigint,NULL,NO,NULL,NO
dbo,tblSvResource,fstrWho,7,nvarchar,10,NO,NULL,NO
dbo,tblSvResource,fdtmWhen,8,datetime,NULL,NO,NULL,NO
dbo,tblSvResourceHistory,fi64ResourceKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvResourceHistory,fi64TransactionKey,2,bigint,NULL,NO,NULL,YES
dbo,tblSvResourceHistory,fi64LastTransactionKey,3,bigint,NULL,NO,NULL,NO
dbo,tblSvResourceHistory,fstrWho,4,nvarchar,10,NO,NULL,NO
dbo,tblSvResourceHistory,fdtmWhen,5,datetime,NULL,NO,NULL,NO
dbo,tblSvSectionActionAAMVA,fi64AsyncKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSectionActionAAMVA,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvSectionActionAAMVA,fstrApplication,3,nvarchar,2,NO,NULL,NO
dbo,tblSvSectionActionAAMVA,fstrMessageIndex,4,nvarchar,30,NO,NULL,NO
dbo,tblSvSectionActionAAMVA,fstrWho,5,nvarchar,10,NO,NULL,NO
dbo,tblSvSectionActionAAMVA,fdtmWhen,6,datetime,NULL,NO,NULL,NO
dbo,tblSvSectionActionApproval,fi64AsyncKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSectionActionApproval,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvSectionActionApproval,flngApprovalKey,3,int,NULL,NO,NULL,NO
dbo,tblSvSectionActionApproval,fstrWho,4,nvarchar,10,NO,NULL,NO
dbo,tblSvSectionActionApproval,fdtmWhen,5,datetime,NULL,NO,NULL,NO
dbo,tblSvSectionActionAsync,fi64AsyncKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSectionActionAsync,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvSectionActionAsync,fintSource,3,smallint,NULL,NO,NULL,NO
dbo,tblSvSectionActionAsync,fstrSection,4,nvarchar,20,NO,NULL,NO
dbo,tblSvSectionActionAsync,fstrAction,5,nvarchar,20,NO,NULL,NO
dbo,tblSvSectionActionAsync,fblnError,6,tinyint,NULL,NO,NULL,NO
dbo,tblSvSectionActionAsync,fblnReset,7,tinyint,NULL,NO,NULL,NO
dbo,tblSvSectionActionAsync,fvntData,8,varbinary,-1,YES,NULL,NO
dbo,tblSvSectionActionAsync,fi64BinaryDataKey,9,bigint,NULL,NO,NULL,NO
dbo,tblSvSectionActionAsync,fstrWho,10,nvarchar,10,NO,NULL,NO
dbo,tblSvSectionActionAsync,fdtmWhen,11,datetime,NULL,NO,NULL,NO
dbo,tblSvSession,fi64SessionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSession,flngVer,2,int,NULL,NO,NULL,NO
dbo,tblSvSession,flngVerLast,3,int,NULL,NO,NULL,NO
dbo,tblSvSession,fi64DayKey,4,bigint,NULL,NO,NULL,NO
dbo,tblSvSession,fstrSessionId,5,nvarchar,15,NO,NULL,NO
dbo,tblSvSession,fstrSession,6,nvarchar,12,NO,NULL,NO
dbo,tblSvSession,fstrDescription,7,nvarchar,255,NO,NULL,NO
dbo,tblSvSession,fstrSource,8,nvarchar,20,NO,NULL,NO
dbo,tblSvSession,fi64SourceKey,9,bigint,NULL,NO,NULL,NO
dbo,tblSvSession,flngCustomerKey,10,int,NULL,NO,NULL,NO
dbo,tblSvSession,flngAccountKey,11,int,NULL,NO,NULL,NO
dbo,tblSvSession,fblnAssociatedItems,12,tinyint,NULL,NO,NULL,NO
dbo,tblSvSession,flngCrmKey,13,int,NULL,NO,NULL,NO
dbo,tblSvSession,flngReceiptMailItemKey,14,int,NULL,NO,NULL,NO
dbo,tblSvSession,fdtmCreated,15,datetime,NULL,NO,NULL,NO
dbo,tblSvSession,fdtmStarted,16,datetime,NULL,NO,NULL,NO
dbo,tblSvSession,fdtmPaused,17,datetime,NULL,NO,NULL,NO
dbo,tblSvSession,fdtmCompleted,18,datetime,NULL,NO,NULL,NO
dbo,tblSvSession,fdtmDiscarded,19,datetime,NULL,NO,NULL,NO
dbo,tblSvSession,fstrWho,20,nvarchar,10,NO,NULL,NO
dbo,tblSvSession,fdtmWhen,21,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionBillItem,fi64SessionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSessionBillItem,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvSessionBillItem,flngBillItemKey,3,int,NULL,NO,NULL,YES
dbo,tblSvSessionBillItem,flngAccountKey,4,int,NULL,NO,NULL,NO
dbo,tblSvSessionBillItem,fdtmFilingPeriod,5,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionBillItem,fintBillItem,6,smallint,NULL,NO,NULL,NO
dbo,tblSvSessionBillItem,fcurAmount,7,money,NULL,NO,NULL,NO
dbo,tblSvSessionBillItem,fblnActive,8,tinyint,NULL,NO,NULL,NO
dbo,tblSvSessionBillItem,fstrWho,9,nvarchar,10,NO,NULL,NO
dbo,tblSvSessionBillItem,fdtmWhen,10,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionCustomer,fi64SessionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSessionCustomer,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvSessionCustomer,flngCustomerKey,3,int,NULL,NO,NULL,YES
dbo,tblSvSessionCustomer,flngAccountKey,4,int,NULL,NO,NULL,YES
dbo,tblSvSessionCustomer,fblnActive,5,tinyint,NULL,NO,NULL,NO
dbo,tblSvSessionCustomer,fstrWho,6,nvarchar,10,NO,NULL,NO
dbo,tblSvSessionCustomer,fdtmWhen,7,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionHistory,fi64SessionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSessionHistory,flngSequence,2,int,NULL,NO,NULL,NO
dbo,tblSvSessionHistory,flngSequenceNext,3,int,NULL,NO,NULL,YES
dbo,tblSvSessionHistory,fintEvent,4,smallint,NULL,NO,NULL,NO
dbo,tblSvSessionHistory,fintTime,5,smallint,NULL,NO,NULL,NO
dbo,tblSvSessionHistory,fstrUser,6,nvarchar,10,NO,NULL,NO
dbo,tblSvSessionHistory,fdtmFrom,7,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionHistory,fdtmTo,8,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionHistory,flngDuration,9,int,NULL,NO,NULL,NO
dbo,tblSvSessionHistory,fstrWho,10,nvarchar,10,NO,NULL,NO
dbo,tblSvSessionHistory,fdtmWhen,11,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionMail,fi64SessionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSessionMail,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvSessionMail,flngMailItemKey,3,int,NULL,NO,NULL,YES
dbo,tblSvSessionMail,fblnActive,4,tinyint,NULL,NO,NULL,NO
dbo,tblSvSessionMail,fstrWho,5,nvarchar,10,NO,NULL,NO
dbo,tblSvSessionMail,fdtmWhen,6,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionTime,fi64SessionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSessionTime,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvSessionTime,flngWork,3,int,NULL,NO,NULL,NO
dbo,tblSvSessionTime,flngPause,4,int,NULL,NO,NULL,NO
dbo,tblSvSessionTime,fstrWho,5,nvarchar,10,NO,NULL,NO
dbo,tblSvSessionTime,fdtmWhen,6,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionTransactions,fi64SessionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSessionTransactions,fi64TransactionKey,2,bigint,NULL,NO,NULL,YES
dbo,tblSvSessionTransactions,flngVerLast,3,int,NULL,NO,NULL,NO
dbo,tblSvSessionTransactions,fblnActive,4,tinyint,NULL,NO,NULL,NO
dbo,tblSvSessionTransactions,fstrWho,5,nvarchar,10,NO,NULL,NO
dbo,tblSvSessionTransactions,fdtmWhen,6,datetime,NULL,NO,NULL,NO
dbo,tblSvSessionUserTime,fi64SessionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvSessionUserTime,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvSessionUserTime,fstrUser,3,nvarchar,10,NO,NULL,YES
dbo,tblSvSessionUserTime,flngWork,4,int,NULL,NO,NULL,NO
dbo,tblSvSessionUserTime,flngPause,5,int,NULL,NO,NULL,NO
dbo,tblSvSessionUserTime,fstrWho,6,nvarchar,10,NO,NULL,NO
dbo,tblSvSessionUserTime,fdtmWhen,7,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fi64TransactionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvTransaction,flngVer,2,int,NULL,NO,NULL,NO
dbo,tblSvTransaction,flngVerLast,3,int,NULL,NO,NULL,NO
dbo,tblSvTransaction,fi64SessionKey,4,bigint,NULL,NO,NULL,NO
dbo,tblSvTransaction,fstrTransaction,5,nvarchar,12,NO,NULL,NO
dbo,tblSvTransaction,fstrTransactionId,6,nvarchar,15,NO,NULL,NO
dbo,tblSvTransaction,fdtmTransactionDate,7,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fi64PrincipalTransactionKey,8,bigint,NULL,NO,NULL,NO
dbo,tblSvTransaction,fstrSource,9,nvarchar,20,NO,NULL,NO
dbo,tblSvTransaction,fi64SourceKey,10,bigint,NULL,NO,NULL,NO
dbo,tblSvTransaction,flngCustomerKey,11,int,NULL,NO,NULL,NO
dbo,tblSvTransaction,flngAccountKey,12,int,NULL,NO,NULL,NO
dbo,tblSvTransaction,fstrTitleKey,13,nvarchar,12,NO,NULL,NO
dbo,tblSvTransaction,fstrSummaryKey,14,nvarchar,12,NO,NULL,NO
dbo,tblSvTransaction,fvntDecodeData,15,varbinary,2000,YES,NULL,NO
dbo,tblSvTransaction,fblnInError,16,tinyint,NULL,NO,NULL,NO
dbo,tblSvTransaction,fblnHasSupplementals,17,tinyint,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmFilingPeriod,18,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fcurAmount,19,money,NULL,NO,NULL,NO
dbo,tblSvTransaction,flngPostDocKey,20,int,NULL,NO,NULL,NO
dbo,tblSvTransaction,fi64LedgerKey,21,bigint,NULL,NO,NULL,NO
dbo,tblSvTransaction,flngCrmKey,22,int,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmCreated,23,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmStarted,24,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmPaused,25,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmCompleted,26,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmPosted,27,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fi64DataChangeSummaryKey,28,bigint,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmFinalizing,29,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmFinalizationError,30,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmFinalized,31,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmDiscarded,32,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fstrDiscardReason,33,nvarchar,12,NO,NULL,NO
dbo,tblSvTransaction,flngDiscardCrmKey,34,int,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmReversed,35,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,fstrReversalReason,36,nvarchar,12,NO,NULL,NO
dbo,tblSvTransaction,flngReversalCrmKey,37,int,NULL,NO,NULL,NO
dbo,tblSvTransaction,fdtmLocked,38,datetime,NULL,NO,NULL,NO
dbo,tblSvTransaction,flngLockCount,39,int,NULL,NO,NULL,NO
dbo,tblSvTransaction,fstrWho,40,nvarchar,10,NO,NULL,NO
dbo,tblSvTransaction,fdtmWhen,41,datetime,NULL,NO,NULL,NO
dbo,tblSvTransactionAsync,fi64AsyncKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvTransactionAsync,fi64TransactionKey,2,bigint,NULL,NO,NULL,NO
dbo,tblSvTransactionAsync,fstrWho,3,nvarchar,10,NO,NULL,NO
dbo,tblSvTransactionAsync,fdtmWhen,4,datetime,NULL,NO,NULL,NO
dbo,tblSvTransactionBillItem,fi64TransactionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvTransactionBillItem,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvTransactionBillItem,flngBillItemKey,3,int,NULL,NO,NULL,YES
dbo,tblSvTransactionBillItem,flngAccountKey,4,int,NULL,NO,NULL,NO
dbo,tblSvTransactionBillItem,fdtmFilingPeriod,5,datetime,NULL,NO,NULL,NO
dbo,tblSvTransactionBillItem,fintBillItem,6,smallint,NULL,NO,NULL,NO
dbo,tblSvTransactionBillItem,fblnActive,7,tinyint,NULL,NO,NULL,NO
dbo,tblSvTransactionBillItem,fstrWho,8,nvarchar,10,NO,NULL,NO
dbo,tblSvTransactionBillItem,fdtmWhen,9,datetime,NULL,NO,NULL,NO
dbo,tblSvTransactionCustomer,fi64TransactionKey,1,bigint,NULL,NO,NULL,YES
dbo,tblSvTransactionCustomer,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblSvTransactionCustomer,flngCustomerKey,3,int,NULL,NO,NULL,YES
dbo,tblSvTransactionCustomer,flngAccountKey,4,int,NULL,NO,NULL,YES
dbo,tblSvTransactionCustomer,fblnActive,5,tinyint,NULL,NO,NULL,NO
dbo,tblSvTransactionCustomer,fstrWho,6,nvarchar,10,NO,NULL,NO
